alg,M,seed,best_cost,energy_j,completion,wall_time_s
qipso,4,9,10046308.0,94973.796875,0.21331746876239777,0.715529958717525
qipso,4,10,9090350.0,90660.3046875,0.2840351462364197,0.7152385637164116
qipso,4,11,10962296.0,98055.046875,0.25490593910217285,0.6751677189022303
qipso,4,12,10195996.0,93373.6015625,0.22769634425640106,0.6774851949885488
qipso,4,13,10575503.0,102296.6328125,0.21438467502593994,0.6787048350088298
qipso,4,14,9856320.0,97123.265625,0.23936492204666138,0.6805970058776438
qipso,4,15,10162709.0,95041.953125,0.2187172919511795,0.6833667340688407
qipso,4,16,11686235.0,95762.71875,0.1853557825088501,0.6815579449757934
qipso,4,17,10401936.0,96532.421875,0.20773816108703613,0.6848739660345018
qipso,4,18,11525867.0,95698.890625,0.24669910967350006,0.6795424092561007
qipso,4,19,11234788.0,97483.515625,0.2962210774421692,0.6838104519993067
qipso,4,20,10427456.0,94977.203125,0.1350173056125641,0.6823230958543718
qipso,4,21,11060822.0,101619.203125,0.22320590913295746,0.6811449257656932
qipso,4,22,10891396.0,97001.421875,0.2637660503387451,0.6748939431272447
qipso,4,23,11562454.0,100818.671875,0.24766092002391815,0.6752458470873535
qipso,4,24,10904967.0,97297.203125,0.251541405916214,0.6740004606544971
qipso,4,25,10810518.0,97898.3125,0.2828768491744995,0.6779076871462166
qipso,4,26,11092836.0,98833.71875,0.15437203645706177,0.680470593739301
qipso,4,27,11139572.0,99941.8359375,0.25997263193130493,0.6846293080598116
qipso,4,28,11330203.0,99862.9375,0.27193138003349304,0.6813442069105804
qipso,4,29,9982700.0,94159.2265625,0.21511238813400269,0.6832689321599901
qipsode,4,0,8290918.0,79575.6015625,0.24295717477798462,0.7593964482657611
qipsode,4,1,7575490.5,79911.5625,0.2933517396450043,0.7731269709765911
qipsode,4,2,8146076.0,80805.5546875,0.28065159916877747,0.7581538590602577
qipsode,4,3,8310604.0,76488.203125,0.2120552510023117,0.7555109020322561
qipsode,4,4,7896687.0,78039.65625,0.2024502009153366,0.7571948459371924
qipsode,4,5,7100578.0,83459.109375,0.1697031706571579,0.7550104451365769
qipsode,4,6,7710134.5,77863.4453125,0.24322347342967987,0.7550323260948062
qipsode,4,7,7996905.5,77412.46875,0.22651273012161255,0.7558436002582312
qipsode,4,8,8073051.5,76754.5625,0.20104624330997467,0.7524057431146502
qipsode,4,9,8498617.0,81485.25,0.21335050463676453,0.7524444893933833
qipsode,4,10,8273220.0,81434.0,0.2705676853656769,0.7512820968404412
qipsode,4,11,7875657.5,78460.8125,0.26330599188804626,0.7535775299184024
qipsode,4,12,7507448.0,81456.0,0.21611186861991882,0.7576754949986935
qipsode,4,13,7471826.0,79201.484375,0.18353018164634705,0.7512187687680125
qipsode,4,14,8034986.5,77352.2578125,0.24358266592025757,0.7460797769017518
qipsode,4,15,7953884.0,82568.21875,0.22015070915222168,0.7458477150648832
qipsode,4,16,7589710.5,76484.875,0.17746324837207794,0.7511986708268523
qipsode,4,17,7225832.0,78376.71875,0.19351108372211456,0.7538498565554619
qipsode,4,18,8431525.0,77931.5234375,0.25001952052116394,0.7584368819370866
qipsode,4,19,8403831.0,82447.71875,0.2850402593612671,0.7596644451841712
qipsode,4,20,8168494.0,79619.5625,0.142760768532753,0.7612320799380541
qipsode,4,21,7723158.0,79952.40625,0.22977668046951294,0.7610904476605356
qipsode,4,22,7624152.5,78966.96875,0.25770413875579834,0.7581203454174101
qipsode,4,23,7719949.0,79637.453125,0.2530076205730438,0.7536004912108183
qipsode,4,24,7499058.5,76646.953125,0.25440967082977295,0.7567414506338537
qipsode,4,25,7330032.0,79917.359375,0.2746227979660034,0.7558997361920774
qipsode,4,26,8226908.0,80061.9921875,0.14923730492591858,0.7572062178514898
qipsode,4,27,8345238.5,79729.4296875,0.24315595626831055,0.7574551738798618
qipsode,4,28,7623406.0,78187.9921875,0.26845449209213257,0.753484065644443
qipsode,4,29,7921229.0,75779.65625,0.22076940536499023,0.7575313081033528
pso,4,0,12163156.0,96999.7578125,0.24099259078502655,0.5993518182076514
pso,4,1,12395202.0,99840.125,0.27625250816345215,0.5972355180419981
pso,4,2,13183176.0,100330.890625,0.28450530767440796,0.5983255123719573
pso,4,3,12720422.0,102809.421875,0.20756644010543823,0.5984905292280018
pso,4,4,13343856.0,99710.9609375,0.2023889422416687,0.5986234750598669
pso,4,5,13022514.0,102721.1875,0.1635185033082962,0.60411720816046
pso,4,6,12414150.0,96892.03125,0.2249598205089569,0.6040448676794767
pso,4,7,12141714.0,97635.65625,0.23535433411598206,0.6019985768944025
pso,4,8,12933606.0,101077.078125,0.18803276121616364,0.5983317629434168
pso,4,9,11858348.0,94822.515625,0.21813122928142548,0.5966358906589448
pso,4,10,11787890.0,94845.890625,0.2971009314060211,0.5964482771232724
pso,4,11,13071282.0,102424.6796875,0.2642655074596405,0.5956549337133765
pso,4,12,11676965.0,94564.90625,0.23543544113636017,0.5966743710450828
pso,4,13,12360779.0,98947.1015625,0.20522384345531464,0.6026239488273859
pso,4,14,12187200.0,94894.78125,0.24215152859687805,0.61019407492131
pso,4,15,12046216.0,96144.6953125,0.2182701975107193,0.6031876211054623
pso,4,16,13402367.0,97251.359375,0.17964769899845123,0.604526475071907
pso,4,17,12614436.0,96439.71875,0.2047438621520996,0.607719240244478
pso,4,18,12039538.0,96644.84375,0.2504388093948364,0.60633046599105
pso,4,19,12351954.0,96018.4375,0.2972179055213928,0.6043704282492399
pso,4,20,12433096.0,94518.328125,0.13384337723255157,0.6050666403025389
pso,4,21,13038276.0,100987.9375,0.22344499826431274,0.599528999067843
pso,4,22,12163848.0,96882.046875,0.2637454569339752,0.5992345460690558
pso,4,23,13439226.0,99816.703125,0.24281632900238037,0.6007873550988734
pso,4,24,12223964.0,95783.3828125,0.24744147062301636,0.5982880140654743
pso,4,25,12249942.0,98955.984375,0.26750826835632324,0.6006665336899459
pso,4,26,11910690.0,98844.578125,0.14923730492591858,0.60116294817999
pso,4,27,13195592.0,100141.21875,0.2547416388988495,0.6012775637209415
pso,4,28,12579947.0,99461.9609375,0.27320462465286255,0.6023582466877997
pso,4,29,13523822.0,98461.2265625,0.2200462967157364,0.602195655927062
ga,4,0,10465001.0,100803.609375,0.2572627663612366,0.6994343670085073
ga,4,1,11184647.0,104842.5234375,0.27837446331977844,0.6999644399620593
ga,4,2,12084028.0,111467.96875,0.2955445349216461,0.7013293048366904
ga,4,3,11898600.0,107905.15625,0.21716150641441345,0.7037261063233018
ga,4,4,12331600.0,106840.1015625,0.21174529194831848,0.6989145083352923
ga,4,5,11203530.0,106817.9765625,0.18010912835597992,0.6977473241277039
ga,4,6,10767268.0,100065.2265625,0.22042514383792877,0.7005674703978002
ga,4,7,11883419.0,100431.296875,0.22357143461704254,0.7048477861098945
ga,4,8,11624308.0,101800.34375,0.19719338417053223,0.6996017657220364
ga,4,9,10702330.0,101747.453125,0.2217584252357483,0.6989185032434762
ga,4,10,10937072.0,97455.640625,0.28636738657951355,0.6973083168268204
ga,4,11,11284364.0,106839.78125,0.27525174617767334,0.6957832919433713
ga,4,12,11132924.0,100157.34375,0.23038636147975922,0.6958418008871377
ga,4,13,10881437.0,101535.125,0.2053120732307434,0.6981777166947722
ga,4,14,11764172.0,99378.796875,0.2453317940235138,0.698974875267595
ga,4,15,10764922.0,103200.28125,0.22190949320793152,0.7013522977940738
ga,4,16,12813259.0,109777.4765625,0.17252466082572937,0.703629950992763
ga,4,17,11538722.0,100987.328125,0.20262625813484192,0.7237518401816487
ga,4,18,11645224.0,104160.3046875,0.2355949431657791,0.721100467722863
ga,4,19,10949126.0,102582.9140625,0.30440279841423035,0.7155451308935881
ga,4,20,11634264.0,100591.25,0.13866285979747772,0.7074423376470804
ga,4,21,11600780.0,102419.8828125,0.23489829897880554,0.7081848019734025
ga,4,22,10338638.0,100215.09375,0.25643035769462585,0.7103019589558244
ga,4,23,12069502.0,106668.90625,0.24266639351844788,0.71963756904006
ga,4,24,11398228.0,104103.15625,0.25922220945358276,0.7047658902592957
ga,4,25,10991270.0,99787.0625,0.27679014205932617,0.7096925359219313
ga,4,26,11929614.0,102772.765625,0.1540808230638504,0.7021052381023765
ga,4,27,12243280.0,106759.1875,0.25814178586006165,0.7125700078904629
ga,4,28,10709586.0,99819.34375,0.2816801071166992,0.7097346470691264
ga,4,29,11613169.0,104153.5,0.22079120576381683,0.7086182357743382
de,4,0,8121515.0,77745.6328125,0.24037426710128784,0.6580946929752827
de,4,1,8002021.5,77936.28125,0.27973341941833496,0.6582047850824893
de,4,2,7943416.0,78382.8828125,0.3011623024940491,0.6638337001204491
de,4,3,8203075.5,77549.7734375,0.206010639667511,0.6565677630715072
de,4,4,8754850.0,83653.8671875,0.20646701753139496,0.6585075380280614
de,4,5,8151230.0,76454.796875,0.19597622752189636,0.6590260970406234
de,4,6,7837770.0,82065.75,0.23418349027633667,0.6529062641784549
de,4,7,8298784.5,77539.0390625,0.22991013526916504,0.6592636662535369
de,4,8,8346835.5,77905.53125,0.19309094548225403,0.6498480117879808
de,4,9,8603041.0,74896.9375,0.21818634867668152,0.65047876117751
de,4,10,8159624.5,73971.015625,0.28672951459884644,0.6570563116110861
de,4,11,7763591.0,77929.28125,0.2802402973175049,0.6506580440327525
de,4,12,7713938.0,79525.9921875,0.21008805930614471,0.6578896725550294
de,4,13,7512998.5,78940.71875,0.1967983841896057,0.6545443092472851
de,4,14,7882234.0,74288.28125,0.23801828920841217,0.6475248988717794
de,4,15,8169471.0,77694.3984375,0.21820734441280365,0.6524006580002606
de,4,16,9462024.0,79081.234375,0.18157151341438293,0.6611018632538617
de,4,17,7660270.5,75317.234375,0.195451557636261,0.6500907177105546
de,4,18,8936724.0,80307.515625,0.25821805000305176,0.6580724809318781
de,4,19,8438654.0,79868.5390625,0.30869632959365845,0.6630287519656122
de,4,20,7828279.5,77372.453125,0.14175015687942505,0.651598896831274
de,4,21,7375571.5,76985.90625,0.21492283046245575,0.6547848116606474
de,4,22,8184202.5,77150.4765625,0.25385811924934387,0.6569781061261892
de,4,23,7947506.0,79636.015625,0.2540779113769531,0.6578679359517992
de,4,24,8529524.0,79671.5390625,0.2504268288612366,0.6571736573241651
de,4,25,7627210.0,77449.015625,0.27694717049598694,0.6590076959691942
de,4,26,7197041.0,78002.609375,0.1454266607761383,0.6481329300440848
de,4,27,7797856.5,79060.1015625,0.2442222535610199,0.6474177250638604
de,4,28,8266431.0,79280.875,0.2655024528503418,0.6489153243601322
de,4,29,7961069.0,73021.703125,0.21984446048736572,0.6573967430740595
gwo,4,0,8216887.5,80277.828125,0.2540798485279083,0.6933092228136957
gwo,4,1,8465699.0,82789.671875,0.27656278014183044,0.7052890118211508
gwo,4,2,8843600.0,82095.21875,0.2913932204246521,0.7044547870755196
gwo,4,3,8164621.5,82522.828125,0.20692533254623413,0.7109365598298609
gwo,4,4,8651636.0,82914.421875,0.21606245636940002,0.7072350280359387
gwo,4,5,8522363.0,78992.109375,0.16601482033729553,0.7031000182032585
gwo,4,6,8128634.0,82469.4765625,0.22955457866191864,0.6942506972700357
gwo,4,7,8370805.0,81480.15625,0.21905994415283203,0.6952545731328428
gwo,4,8,8449006.0,80932.4375,0.19262751936912537,0.7026168690063059
gwo,4,9,8362557.5,81474.265625,0.2180670201778412,0.7043371051549911
gwo,4,10,8635892.0,77156.28125,0.2781338393688202,0.6971151102334261
gwo,4,11,8503016.0,83484.1875,0.2648811340332031,0.6959743900224566
gwo,4,12,8398204.0,78710.65625,0.20041461288928986,0.7086435710079968
gwo,4,13,7979046.5,83218.0625,0.1975191831588745,0.7071707900613546
gwo,4,14,8587523.0,80456.5390625,0.22967678308486938,0.7077631261199713
gwo,4,15,8600750.0,80795.8046875,0.2226712554693222,0.7181003936566412
gwo,4,16,8777384.0,81799.8828125,0.18273387849330902,0.7102787108160555
gwo,4,17,8628167.0,77803.375,0.198263019323349,0.7010845760814846
gwo,4,18,8461081.0,81498.546875,0.2507990598678589,0.6954251606948674
gwo,4,19,7939817.0,76469.8515625,0.30414727330207825,0.6979843839071691
gwo,4,20,8389332.0,77875.765625,0.14293217658996582,0.6941411648876965
gwo,4,21,8294727.0,83968.21875,0.2184194028377533,0.6936131427064538
gwo,4,22,8313375.0,81033.265625,0.25867924094200134,0.6969496519304812
gwo,4,23,8970205.0,79332.4453125,0.23629948496818542,0.6988189429976046
gwo,4,24,8537860.0,82611.0703125,0.261371374130249,0.7057247469201684
gwo,4,25,8472814.0,79469.9140625,0.2622164487838745,0.7069219788536429
gwo,4,26,8278478.5,82672.4921875,0.14555682241916656,0.6998246838338673
gwo,4,27,8319183.5,77242.28125,0.25101929903030396,0.695059705991298
gwo,4,28,8240891.5,77143.609375,0.2719056308269501,0.6927615818567574
gwo,4,29,8423321.0,79352.6640625,0.2105308473110199,0.7026810138486326
lshade,4,0,3697193.75,89486.53125,0.2533871531486511,1.800701313186437
lshade,4,1,4359450.5,86437.8984375,0.2705416977405548,1.801705026999116
lshade,4,2,3876739.75,89558.5,0.2944168150424957,1.7967326738871634
lshade,4,3,4217784.5,88595.859375,0.22371014952659607,1.7973581682890654
lshade,4,4,4216205.0,90569.0,0.2151859551668167,1.8269020253792405
lshade,4,5,4389414.0,89606.0390625,0.18845698237419128,1.8069448098540306
lshade,4,6,4331341.5,88921.8125,0.22940286993980408,1.8054494448006153
lshade,4,7,4089262.75,90068.9609375,0.23819755017757416,1.8135386812500656
lshade,4,8,4036956.25,88167.359375,0.2042628526687622,1.8135137930512428
lshade,4,9,4288754.5,90813.6015625,0.2325940877199173,1.8337023411877453
lshade,4,10,4151082.5,91136.921875,0.2875828146934509,1.8347396841272712
lshade,4,11,4125482.5,87855.421875,0.2812454104423523,1.8258920619264245
lshade,4,12,3985813.5,90388.5234375,0.20248951017856598,1.8056040992960334
lshade,4,13,4397176.0,88167.578125,0.2004183977842331,1.807151767425239
lshade,4,14,3898613.0,86215.65625,0.2432212233543396,1.8218581127002835
lshade,4,15,4692243.0,89605.734375,0.2152947336435318,1.8306227177381516
lshade,4,16,4278484.5,85619.984375,0.17023512721061707,1.8262948119081557
lshade,4,17,4270407.5,87799.6796875,0.20779579877853394,1.8340873830020428
lshade,4,18,4095725.25,89779.9453125,0.26355504989624023,1.8276994647458196
lshade,4,19,4315609.0,88426.859375,0.30053427815437317,1.8275089538656175
lshade,4,20,4145380.0,88515.0703125,0.1517155021429062,1.748586205765605
lshade,4,21,4473077.0,90587.3984375,0.22287452220916748,1.741915780119598
lshade,4,22,4237018.0,90557.828125,0.25904127955436707,1.7471078131347895
lshade,4,23,3938896.0,87734.703125,0.2535759508609772,1.7533662100322545
lshade,4,24,4148572.0,88760.171875,0.2626102864742279,1.7710167071782053
lshade,4,25,4179657.75,88430.078125,0.28652048110961914,1.7899324409663677
lshade,4,26,3600860.0,88198.203125,0.14068911969661713,1.7970463717356324
lshade,4,27,4140037.25,89456.953125,0.24652062356472015,1.800969504751265
lshade,4,28,4342921.0,89278.6875,0.26326459646224976,1.8160565928556025
lshade,4,29,3786116.25,87228.875,0.2055358737707138,1.8087737536989152
cmaes,4,0,6665572.0,100514.875,0.271446168422699,2.929806571919471
cmaes,4,1,6499124.0,100497.2734375,0.2809247374534607,2.9086739290505648
cmaes,4,2,5727926.0,98968.71875,0.3054979145526886,2.916580154094845
cmaes,4,3,6870443.5,101031.375,0.2597685158252716,2.918545668013394
cmaes,4,4,5107401.5,91325.0625,0.21457424759864807,2.920318481978029
cmaes,4,5,6173670.0,103641.28125,0.17155496776103973,2.912104994058609
cmaes,4,6,8316230.0,108214.0546875,0.22783873975276947,2.90947551606223
cmaes,4,7,6575635.0,102514.625,0.26291531324386597,2.9144802447408438
cmaes,4,8,6353988.0,99034.15625,0.17160218954086304,2.9230805062688887
cmaes,4,9,5450150.0,97056.59375,0.2302761971950531,2.919159598182887
cmaes,4,10,6034809.5,100239.765625,0.32689619064331055,2.923135595396161
cmaes,4,11,5868313.0,102517.65625,0.2782689332962036,2.9441091557964683
cmaes,4,12,6821015.5,101900.265625,0.2460959106683731,2.9118247097358108
cmaes,4,13,6969181.0,104838.25,0.2532934248447418,2.908637918997556
cmaes,4,14,5981242.0,102092.75,0.23224636912345886,2.913043792825192
cmaes,4,15,6046728.5,99116.40625,0.235251322388649,2.9123518159613013
cmaes,4,16,6202617.0,100556.5234375,0.21359607577323914,2.90795260341838
cmaes,4,17,6122184.0,100876.625,0.1897096335887909,2.910344406031072
cmaes,4,18,6180822.0,103400.953125,0.24177730083465576,2.9138353569433093
cmaes,4,19,8807466.0,109890.6875,0.2510531544685364,2.917277725879103
cmaes,4,20,8028080.5,108135.3125,0.18203790485858917,2.9220600710250437
cmaes,4,21,5411417.0,98497.46875,0.24121204018592834,2.9163977978751063
cmaes,4,22,6458655.5,101774.0,0.2669021487236023,2.9220951260067523
cmaes,4,23,5359054.0,99342.4375,0.23969882726669312,2.928693788126111
cmaes,4,24,7752959.0,105499.9609375,0.2856103479862213,2.9229147830046713
cmaes,4,25,6812259.0,103346.359375,0.2762027978897095,2.9218181599862874
cmaes,4,26,5878907.0,99854.9609375,0.1604481041431427,2.915880585089326
cmaes,4,27,6969109.0,104539.90625,0.24755297601222992,2.9205038733780384
cmaes,4,28,6711605.0,107837.484375,0.23912890255451202,2.9177159261889756
cmaes,4,29,7205772.5,102158.78125,0.19538754224777222,2.9132385849952698
